,Address,Latitude,Longitude,Price,$/sq,Area,Link
1,"902-1688 Pullman Porter Street, Vancouver",49.2707544,-123.103483,"$729,900",1246,586,rew.ca/properties/2600541/902-1688-pullman-porter-street-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
2,"2403-89 Nelson Street, Vancouver",49.2748307,-123.11519848386592,"$799,900",1559,513,rew.ca/properties/R2414565/2403-89-nelson-avenue-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
3,"203-2550 Spruce Street, Vancouver",49.2632105,-123.1286556095449,"$599,000",998,600,rew.ca/properties/R2411490/203-2550-spruce-street-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
4,"1202-89 Nelson Street, Vancouver",49.2748307,-123.11519848386592,"$758,000",1478,513,rew.ca/properties/R2410911/1202-89-nelson-street-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
5,"707-89 Nelson Street, Vancouver",49.2748307,-123.11519848386592,"$799,000",1598,500,rew.ca/properties/R2410531/707-89-nelson-street-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
6,"307-7433 Cambie Street, ",49.2835116,-123.1091452,"$729,900",1505,485,rew.ca/properties/R2408863/307-7433-cambie-street-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
7,"1409-5058 Joyce Street, Vancouver",49.2383184,-123.0318111,"$747,000",1211,617,rew.ca/properties/R2408356/1409-5058-joyce-street-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
8,"1608-5058 Joyce Street, Vancouver",49.2383184,-123.0318111,"$570,000",1298,439,rew.ca/properties/R2407114/1608-5058-joyce-street-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
9,"205-1838 Renfrew Street, Vancouver",49.2657151,-123.0442739,"$649,900",749,868,rew.ca/properties/R2404313/205-1838-renfrew-street-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
10,"902-5058 Joyce Street, Vancouver",49.2383184,-123.0318111,"$649,000",1225,530,rew.ca/properties/R2403934/902-5058-joyce-street-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
11,"905-5058 Joyce Street, Vancouver",49.2383184,-123.0318111,"$640,000",1458,439,rew.ca/properties/R2403249/905-5058-joyce-street-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
12,"607-5058 Joyce Street, Vancouver",49.2383184,-123.0318111,"$799,000",1036,771,rew.ca/properties/R2402530/607-5058-joyce-street-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
13,"505-3168 Riverwalk Avenue, Vancouver",49.2058626,-123.039419,"$728,000",791,920,rew.ca/properties/R2395856/505-3168-riverwalk-avenue-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
14,"102-3478 Wesbrook Mall, Vancouver",49.252919,-123.2337179,"$710,000",1057,672,rew.ca/properties/R2393391/102-3478-wesbrook-mall-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
15,"720-5955 Birney Avenue, Vancouver",49.2529502,-123.2368013,"$648,000",1012,640,rew.ca/properties/R2389270/720-5955-birney-avenue-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
16,"2208-489 Interurban Way, Vancouver",49.2092976,-123.1156252,"$608,000",1259,483,rew.ca/properties/R2378687/2208-489-interurban-way-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
17,"1-3601 Rae Avenue, Vancouver",49.236556,-123.0244387,"$789,000",974,810,rew.ca/properties/R2374484/1-3601-rae-avenue-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
18,"2-3601 Rae Avenue, Vancouver",49.236556,-123.0244387,"$799,000",972,822,rew.ca/properties/R2374486/2-3601-rae-avenue-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
19,"215-3365 E 4th Avenue, Vancouver",49.2669226,-123.0735405,"$519,900",559,930,rew.ca/properties/R2367195/215-3365-e-4th-avenue-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
20,"S106-5289 Cambie Street, Vancouver",49.217061,-123.1169866,"$748,000",1178,635,rew.ca/properties/R2364750/s106-5289-cambie-street-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
21,"1107-8555 Granville Street, Vancouver",49.2095919,-123.1408319,"$699,000",1131,618,rew.ca/properties/R2356289/1107-8555-granville-street-vancouver-bc?page=11&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
0,"902-1688 Pullman Porter Street, Vancouver",49.2707544,-123.103483,"$729,900",1246,586,rew.ca/properties/2600541/902-1688-pullman-porter-street-vancouver-bc?page=12&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
1,"701-3581 E Kent North Avenue, Vancouver",49.21567675,-123.04156503005946,"$725,000",824,880,rew.ca/properties/2569780/701-3581-e-kent-north-avenue-vancouver-bc?page=12&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
2,"1001-1205 Howe Street, Vancouver",49.2777402,-123.12775724571293,"$788,000",1207,653,rew.ca/properties/R2312875/1001-1205-howe-street-vancouver-bc?page=12&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
3,"N102-5189 Cambie Street, Vancouver",49.217061,-123.1169866,"$799,000",1280,624,rew.ca/properties/R2289029/n102-5189-cambie-street-vancouver-bc?page=12&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
4,"S201-5289 Cambie Street, Vancouver",49.217061,-123.1169866,"$799,000",1402,570,rew.ca/properties/R2289032/s201-5289-cambie-street-vancouver-bc?page=12&search_params%5Bis_exact_bedrooms%5D=false&search_params%5Blist_price_to%5D=800000&search_params%5Bnum_bedrooms%5D=1&search_params%5Bonly_open_house%5D=false&search_params%5Bonly_virtual_tour%5D=false&search_params%5Bquery%5D=Vancouver%2C+BC&search_params%5Byear_built_from%5D=2010&searchable_id=361&searchable_type=Geography
